کد,عنوان,تلفن,آدرس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401480,سوپر مارکت بهرام دریانی - 42380,77375890,خیابان 196 غرب انتهای بلوار اردیبهشت نرسیده به زین الدین همت سابق -م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600724,پیتزا سیب جهان آرا - 60894,88221772,میدان فاطمی - خ گمنام - خ جهان آرا - گوجه بهار 13- پلاك 10- م 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800754,دبیرستان دخترانه مهرنامی نوین - 80821,9128127229,رسالت شرق - ابتدای ورودی امام علی جنوب جنب بوستان گلچین - م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800755,سوپر یاران دریان 49 - 80822,77897851,رسالت شرق - نرسیده به آیت خ 49 - پ63 - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800756,سوپر ارغوان - 80823,77801424,خ آیت جنوبی خ شهید فاطمی پ 12 - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32200158,سوپرگلستان - 220238,44758128,زیبادشت-م لاله-پاساژگلستان(دهكده المپیك -شهرك لاله مجتمع گلستان بالا-جنب بانك صادرات)-پ22 - م22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32200159,کافه باران رویایی - 220239,40447369,همت غرب-خروجی آزادگان جنوب-لاین كندرو-خ هوانیروز-انتهای خ میدان صدف-مجتمع بام لند-بلوكB-طبقه اول - م22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600328,برادران عیسی زاده - 2600168,36547389,كرج-فردیس-فلكه دوم-به سمت فلكه اول-ابتدای خ12شرقی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32500014,مهشید پناهی - 25014,88884747,تهران,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32500015,شیما اسفندیاری - 25015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32500016,علیرضا طالاری - 25016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32500017,مصطفی بردباری - 25017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32500018,بهمن پاکروان - 25018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32500019,زهرا عبدالله زاده - 25019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32500020,مشتری اینترنتی - 99999 اینترنتی اینترنتی - 99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300891,سوپر سئول - 30437,88032370 - 88603777,م ونك خ ونك خ سئول چهارراه سئول پ 78 - م3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32200160,سوپر قائم - 220240,44713310,انتهای همت غرب-شهرك گلستان-م صاحب-خ جوزانی-خ مولوی-شهرك قائم - م22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32200161,سوپرپاسداران - 220241,44744696,انتهای همت غرب-شهرك باقری-خ گلستان-جنب داروخانه - م22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401481,سوپرمارکت آیدا - 42381,77904087,رسالت-خ آیت جنوبی-نرسیده به دماوند-نبش ملایری - م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101009,سوپر گورمه مارکت - 11028,22801854,نیاوران- تقاطع عمار و فرمانیه- مجتمع تجاری روشا - طبقه منفی یك - م 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800757,سوپرمارکت ایزدی - 80824,77920884,رسالت-خ آیت جنوبی-خ جویبارغربی-نبش میدان49-پ28 - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800758,سوپر یاران دریان برادران بابایی - 80824,77269323,خ مدنی شمالی- خ شهید فتاحی- پ221-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201224,کافه ریک - 21273,9125447458,سعادت آباد میدان بهرود خ عابدی انتهای كوچه 33 سمت چپ روبروی هتل اسپیناس  -م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501655,بوفه کرن لند - 50279,9125143828,هایپراستارشعبه باكری-طبقه منفی 2-آقای سیردانی - م5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101010,گلستان - 11029,22464509,شهرك نفت-خ لاوان-نبش لاوان چهارم - م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600725,سوپر  تهران مارکت - 60895,88211012,یوسف آباد - بالاتر از میدان اسدآبادی - جنب خ آئینه وند - م 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000081,فاطمه نظری نژاد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600329,سوپرمارکت ایران - 2600169,33530524,كرج-مهرویلا-خ درختی-خ حافظ-نبش خیام-جنب نانوایی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501656,هنرستان آئین برتر - 50280,9372444683,فردوس شرق-خ ولیعصر-خ اعتمادیان-روبروی بیمارستان ابن سینا - م5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401482,تره باربنی هاشم - 42382,9190300032,رسالت-خ بنی هاشم-بالاترازمیدان-تره باربنی هاشم- -م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101011,سوپر پروتئین قیطریه - 11030,22213214,خ شریعتی خ میرزاپور خ علیمرادی نبش مهر اول -م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600726,بوفه حقوق - 60896,9123138498,انقلاب-كارگرشمالی-بلواركشاورز-خ16آذر-درب حقوق - م6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33100035,سوپر ساحل - 10460,66836019,خ خوش - تقاطع هاشمی-م10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33100036,سوپر خوش هریسی - 10461,66884113,خ خوش- نبش خ كمیل- پ 281-م10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100028,سوپر شهرزاد - 110028,66354651,خ كمالی - سه راه كاشان-جنب كوچه ناصری- پ410-م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100029,سوپر نارون - 110029,66389111,خ كمالی- خ مرتضوی- خ كیوان-پ58 - م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100030,سوپر توسکا -110030,66388091,خ اسكندری جنوبی - خ مرتضوی - نبش خ كیوان - م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101012,سوپرمارکت ساینا - 11031,22678714,قیطریه-میدان چیذر-خیابان عسگری-جنب كلینیك ندا-پ13 - م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100031,سوپر هایپر سام - 110031,66122127,خ نواب - میدان جمهوری- ابتدای خ جمهوری- روبروی بوف -م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33100037,سوپر گوشتیران - 10462,66881796,خ آذربایجان- مابین نواب ورودكی- پ 300-م10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300892,سوپر سون دریانی - 30438,88057373,میدان ونك -خ ونك -خ سئول- دوربرگردان اول نیایش - جنب نانوایی - م3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000036,حسین نور محمدی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300893,سوپر شیرازدریانی - 30439,88048110,م ونك-ملاصدرا-شیرازشمالی-بعداز میدان-نرسیده به خ ونك-پ332 - م3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300894,سوپردانشور - 30440,88214695,میدان ونك-ملاصدرا-شیرازشمالی-بعدازمیدان-دانشورشرقی-پ8 - م3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110034,تهران امروز - 11133,66595885,خ نواب-بین آزادی و جمهوری-تقاطع كلهر-پ637 - م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401483,سوپر سون - 42383,77786716,تهرانپارس- خ جشنواره-خ اسفندانی- روبروی درمانگاه نادر- پ 91 -م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600330,سوپرمارکت ونوس - 2600170,33507811,كرج-مهرویلا-خ درختی-فرعی4-م انوشیروان-روبروی رستوران انوشیروان پ180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600331,سوپرمارکت هام - 2600171,33513521,كرج-مهرویلا-خ درختی-سه راه تهران (خروجی تهران),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501657,سوپر شقایق - 50281,44148360,كاشانی - روبروی خ شاهین - بلوار شقایق-پ104 -م5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800759,سوپر آرمن - 80825,22530420,مجیدیه جنوبی- 16متری اول (همایی) - نبش بن بست سوم - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800760,سوپر پروتئین آرین - 80826,88409323,مجیدیه جنوبی- 16 متری دوم- نبش جهارم - پ 62 -م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501658,سوپر مهرداد -50282,46012629,باغ فیض - خ 22 بهمن - خ ناطق نوری - خ محمد ابراهیمی-پ29/3- م5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201225,سوپر دنیز علیشاهی - 21274,88572125,بلوار دادمان-خ سپهر شرقی - خ فخار مقدم - نبش بوستان یكم شرقی - م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600727,بوفه خوابگاه چمران -60897,9175600931,م انقلاب- انتهای كارگر شمالی - جنب ژئو فیزیك- م6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201226,سوپرمارکت گلها - 21275,44382983,خ ستارخان-بین خ خسرو و فلكه اول صادقیه-پ1010-نبش مجتمع صدف - م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800761,سوپر نوروزی - 80827,77281698,رسالت - م هلال احمر - خ گلستان- نبش ارتشی- م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800762,سوپر عطاران - 80828,77812350,خ مدنی شمالی- نرسیده به چهار راه نظام آباد - خ فتاحی- كوچه سرباز - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30700547,سوپر مائده - 70546,22501092,مجیدیه جنوبی- خ استاد حسن بنا - خ صالحی- پ 62 - م7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101013,سوپر ایران زمین - 11032,26117308-9,میدان ارتش به سمت اقدسیه- خ مسجد جامع - مركز خرید ایرانیان-پ1 -م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600332,سوپر آرش - 2600172,32825382,كرج - شهرك بنفشه- بلوار بنفشه - نبش شقایق سوم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600333,سوپر لوتو - 2600174,32812504,كرج - شهرك بنفشه - بلوار آتش نشانی - نرسیده به سه راه حسین آباد - روبروی درمانگاه هوشمند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600334,کافه ژوآن - 2600173,9356171337,كرج - فردیس - فلكه سوم به سمت فلكه 4 - 20 متر مانده به فلكه 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401484,سوپر میلاد- 42384,77116668,حكیمیه - شهرك شهید بهشتی- جنب نانوایی سنگك- بوستان 2 -م 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400004,سوپر میهن - 14004,33076901,اتوبان محلاتی - بعد از امام علی - خ قیام جنوبی - بین كوچه شاهد 8 و 10 -پ 9 م 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400005,سوپر ظفری - 14005,33162480,خ پیروزی- خ كریمشاهیان( همایون)- نرسیده به ائمه اطهار- نبش كوچه ظفری- م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400006,سوپر پروتئین لادن -14006,77477142-3,خ پیروزی - خ كریمشاهیان ( همایونی)-پ373-م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400007,فروشگاه محله - 14007,77472637,خ پیروزی - خ بلوار ابوذر- نرسیده به پل اول بین كوچه 2و3 غربی-پ1234 م 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400008,سوپر مدائن- 14008,77416717,خ پیروزی - خ ابوذر پل اول- خ احمدلو نبش خ گلستان-م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400009,فروشگاه ولیعصر - 14009,77429180,خ پیروزی - خ مقداد دور فلكه اول مقداد- ضلع شمال شرقی میدان- م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400010,سوپر آذربایجان - 14010,33195636,خ پیروزی - خ ابوذر پایین تر از پل اول نبش كوچه سیف الهی( یكم غربی)-م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400011,سوپر پل دوم - 14011,33165371,خ پیروزی - لوار ابوذر پل دوم - نبش خ ائمه اطهار -پ14-م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30700548,هایپرقصر - 70547,9123279288,شریعتی-معلم-مرودشت جنوبی-بازارروزمرودشت - م7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400012,سوپر همایون مارکت- 14012,33158514,اتوبان- محلاتی - بلوار ابوذر پل تنجم- خ ده هقی- پ 115-م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800763,سوپر رستمی-80829,77034059,خ مدنی - پایین تر از گلبرگ ( جانبازان) نرسیده به مترو ی فدك - جنب علیخانی-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000086,سبحان فارسی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400013,سوپر قنبری-14013,33780132,خ 17 شهریور - میدان شكوفه -خ دژكام - نبش كوچه محمدی- م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400014,سوپر یزرگ نبرد - 14014,77404689,خ پیروزی - 4 راه كولاكولا- ابتدای خ نبردشمالی-پ965-م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400015,سوپر یاران دریان افراسیابی- 14015,33074139,خ پیروزی - خ افراسیابی- بین خ ائمه اطهار- میدان 13 آبان-پ 202-م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400016,سوپر اکرمی- 14016,55766774,نواب - به سمت جنوب- بعد از پل مرتضوی- خ محبوب مجاز غربی- نرسیده به خوش- پ398-م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100032,سوپر اکرمی- 110032,55766774,نواب به مت جنوب- بهد از پل مرتضوی-خ محبوب مجاز غربی-نرسیده به خوش-پ398-م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110035,سوپردریانی(نیکنام) - 11134,66400546,خ انقلاب-خ فلسطین جنوبی-نبش كوچه پشن - م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110036,هایپرپیام - 11135,55387005,خ وحدت اسلامی-خ مولوی-نرسیده به ولیعصر-پ1281 - م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401485,سوپر داور- 42385,77898718,میدان رسالتع- خ فرجام-خ حسینعلی-خ مظاهری- خ داور- نبش كوچه پارسا- م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401486,سوپر محمدی - 42386,,تهران پارس- خ 212 شرقی- خ مظفری- نبش 223-م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401487,سوپر آذربایجان نظرلو - 42387,77371383,بالای فلكه سوم- خ 212 شرقی- نش كوچه سجده ای - پ 161-م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31500000,سوپر خانواده - 15000,33684900,اتوبان محلاتی-بلوار ابوذر- پل پنجم-خ ده حقی-نرسیده به دانشكده خ شاهد نصر سوم نبش طلوعی-م15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400017,سوپر سلماس-14017,33182526,خ پیروزی- خ پرستاری- پایین تر از ائمه اطهار- نبش همت خواه-پ 126-م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400018,سوپر تک -14018,33197551,خ پیروزی- خ افراسیابی-پایین تر از ائمه اطهار-نبش كوچه سید-م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400019,سوپر مارکت 118- 14019,33835000,اتوبان محلاتی- بلوار ابوذر - خ زمزم- خ ربزه جنوبی- نبش كوچه 36-پ9-م14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31400020,سوپر تیراژه- 14020,36051339,اتوبان محلاتی- بلوار ابوذر خ زمزم-خ علامه شمالی نبش میركاظمی-پ28-14020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101014,پیکاسو(گرگانی) - 11033,9374754620,بلوار اندرزگو-نرسیده به4راه كامرانیه-كوچه علوی-مجتمع سانا - م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200004,سوپردوستان - 212004,77522447,خ جمهوری-خ ظهیراسلام-خ مصباح-نرسیده به خ صف-پ99 - م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200005,سوپرشاهین - 212005,77535165,خ انقلاب-غرب به شرق-50متربعدازخ سعدی-پ510 - م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200006,فروشگاه سفیر - 212006,66716328,خ فردوسی-خ نوفل نوشاتو-نرسیده به حافظ-پ14 - م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200007,سوپرباستان - 212007,77611890,خ انقلاب-خ سعدی-نرسیده به خ مصباح-خ مرادی نو-پ58 - م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501659,سوپر مقدم - 50283,44141764,فردس غرب- خ سازمان برنامه جنوبی-پ 18/3-م5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200008,سوپر پیمان - 212008,66707876,خ انقلاب غرب به شرق - 50 متری مانده به میدان فردوسی-نبش كوچه پارس-پ 798-م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200009,سوپر امیر - 212009,33561214-33502319,خیابان ایران- روبروی كبابی حاج عبداله-پ166-م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200010,سوپر نیکنام- 212010,77680309,میدان بهارستان-خ صفی علیشاهی- نبش كوچه مظفری -پ 31-م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200011,سوپر تبریزیان( علیشاهی)-212011,77531494,میدان بهارستان- خ صفی علیشاهی- خ شریعت مدار رفیع- نبش گودرزی- م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200012,سوپر یزدانیان - 212012,33564688,خ ایران- بالاتر از كبابی حاج عبداله-خ پورزرگری-پ 9-م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600728,سوپرتک دریانی - 60898,9370791812,بهشتی-خ قصیر-روبروی بانك كارآفرین - م6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401488,سوپرآزادی - 42388,22943641,م هروی-خ آزادی-نرسیده به م مبارك آباد-روبروی خ عارف - م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401489,سوپرامیر - 42389,22982201,سراه لویزان-شهرك شهید فلاحی-دورمیدان - م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30700549,سوپر بحر خزر-70548,88836636,م هفت تیر - بهار شیراز- سلیمان خاطر- بعد از ملایری پور - جنب بانك مهرایران- م 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30700550,سوپر محمدرضا- 70549,88831496,م هفت تیر - بهار شیراز- سلیمان خاطر- ورادینی-زیرك زاده-پ 23 م7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200013,سوپر هاشمی-212013,9357425133,میدان شهدا- خ 17 شهریور- خ شیرازی-( آبشار)-خ بیگلو تهرانی-پ 97-م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200014,سوپر ایرانیان- 212014,77670047,خ 17 شهریور- 50 متر بالاتر از میدان شهدا-خ كفائی امانی-پ82-م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200015,سوپر یاران دریان خورشید- 212015,77682514-77621258,م شهدا- خ مجاهدین اسلام - خ زرین خامه- خ ناطق- نرسیده به میدان ابن سینا-پ 218-م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200016,سوپر حمید-212016,33567713,خ 17 شهریور-پایین تر از شهدا-خ فیاض بخش-خ احمدی نبش خ كبریت چی-م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200017,سوپر پاسارگاد- 212017,77610441-43,میدان شهدا-خ مجاهدین اسلام- خ زرین خامه- خ ناطق به سمت ابن سینا-پ182-م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
